review_id,star_rating,review_body
RV65TS9S9AHTE,3,"I bought this because I live in a dorm and play bass guitar and wanted a way to play through my amp without disturbing everyone.    They work fairly well through my computer when I listen to tunes, though I have been disappointed by the quality running through my amp.  However, I probably should not expect them to be of even decent quality when feeding such low bass frequencies through them.  All in all they do what they promise.    But if you for some reason are looking at them like I was to play an instrument through an amp, I would either buy something cheaper that will also sound like crap or something really really expensive that has great low-end."
R287JOMFQFQEK0,5,"For years I had been unable to hear TV programs without turning the volume so high it disturbed others, I also wear a hearing aid, The Sennheiser RS 120 Headphones work exceptionally well with the hearing aid and I Hear every word perfectly , I can go anywhere in my home and still hear what I am listing too. I highly recommend these headphones ."
RNDZV8986V8H9,5,I have only used the headphones a few times (I got them so I could listen to the television while my wife was sleeping) and the sound was clear and static free.  The headphones are light and comfortable and I can roam throughout the house and get clear reception.
R301HLTXANZLW6,2,"Pros:<br />- Ability to be mobile and free without the hassle of tangling cords.  This was my main reason for the purchase.<br />- Dirt-cheap price (on Amazon).<br />- Good sound quality as mentioned by others.<br />- Nice, snug fit.<br /><br />Cons:<br />- Foam ear pads; I CANNOT stand foams against my ears.  Uncomfortable, warm, and irritating.  I'm surprised that not a single person has mentioned about this.<br />- I bought these for my PC use, not for TV.  Lots of static noises heard when trying to re-use the headphone after about 10-15 min of idle time.  Solution?  Unplug and plug back in the connector to the PC's sound card port.  After doing this for about 10 times, I realized that I'd rather go back to my old headphone.<br />- Falls off when bending over.  If you can run a marathon wearing this, good on you.  Comfortable and snug enough to stay on your head if you stay sitting down or lying down, but not light enough that it won't fall off your head.  Someone mentioned baseball cap.  If you absolutely must go outside to dig trenches while listening to your favorite MP3s wearing this thing on a hot, muggy afternoon, more power to you.<br /><br />I tried this for 2 days and decided I'll go back to my old Sony (wired) headphone.  This is a good product at a very low price for what it does: enabling you to be mobile withing certain ranges.  But if you are like me, stick with old-school headphones.  And take them off if you have to move around or go outside to dig holes to hide your latest treasure."
R2AVHS6KCE0LW7,4,"I use these headphones at work to cancel out background distractions.  This is the thrid set of headphones that I have purchased for this purpose.  I particulary appreciate the rich sound quality of this set.  I also like the charging setup since previous units have required a plug to be inserted whereas these only need to be placed on the charging unit. Another feature that I appreciate is the \\""Tune\\"" (I originally thought this was the \\""Tone\\"" control and couldn't understand why the music would stop when I adjusted the tone).  Instead this control is used to accommodate for any drift in the transmitter/receiver link making is easy to make adjustments if the reception should degrad (I haven't really noticed this as a problem yet). The headset is operated about 10 hours a day (charged overnight every night) and the battery has never run down. I turn them on in the morning and off immediately prior to going home.  The base station transmitter will shut down if it doesn't sense incoming sound (i.e. the mute button on the musice souce is active).  As soon a sound inputs are resotred it turns itself back on.    Things that I think could use improvement; the headband and the earphones are offset shich means that when the headband is directly over your ears the earphones are canted back about 30 degrees.  This affects the comfort of the headset.  Also, the on/off switch seems to be of cheap quality.  It hasn't given and sign of failure so far but I suspect it will the be first part to fail.    [[ASIN:B0001FTVEK Sennheiser RS120 926 MHz Wireless RF Headphones with Charging Cradle]]"
R2R7TFMOD11EJU,4,"My wife was constantly asking me to turn ther volume down while she read. I finally decided to solve the problem once and for all. I purchased the Sennheiser RS120 Wireless Headphones and now I can watch... and listen to my favorite TV sports programs while she sits in the same room and reads.  These phones do exactly what they advertise; reproduce good sound while allowing you to turn the TV volume off so it doesn't disturb others. While not studio quality sound, it is good enough and also blocks out most ambient noise so all you hear is the game itself. I haven't yet tried the phones with music and am anxious to see how they do. I especially like the cradle which recharges the phones while they are not being used.  You can also walk around the room or even go to another room and sound volume and fidelity does not change.  These were a VERY worthwhile purchase for me. I completely recommend them. The only reason I give them a \\""4\\"" instead of a \\""5\\"" is because I have no basis for comparison regarding sound quality and so assume that there might be something a little better for more money out there."
ROJPY74R1JV4X,5,"This my third wireless headphone.  It is my second Sennheiser product.  The quality of both are superb.  Less static than the RCA and Sharps Image models, faster re-charge rate.  Better sound quality.  I like the design of the battery compartment also.  Twist one ear pad and there they are."
R2HYBKMIREK7CV,4,"I purchased a pair of these headsets for watching TV after the kids go to bed. They have excellent sound quality, battery seems to last quite long, considering 2-3 hours of use each night. Maybe charge them once a week.<br /><br />Loves:<br />1. They are RF. Goodbye IR wireless headphones that only work infront of the transmitter. Now I can wander into the kitchen and still hear what's going on.<br />2. Rechargable with 2 AAA batteries. If they are absolutely dead, I can grab batteries out of storage and fire them back up.<br /><br />Problems:<br />1. The smallest setting for the headband is still not that small. My oldest (6yo) can wear the headphones, but they fall off if she moves around. Considering she wears a hat 2 sizes larger, they are designed for a much larger head.<br />2. Their is no indicator light to show that they are on, or if the battery is charged. You have to physically look at the switch to see if they are on. Charged? Well, do you hear sound, try fiddling with them and make sure they didn't change tuning.<br />3. The last month or so, a neighbor has started using his shortwave radio. In certain places of the house, I can pickup his conversation over his CB. Not quite as entertaining as the TV.. I've changed the tuner options on the headphones the other day and haven't heard from him again.<br />4. Can only charge them on that gianormous base. If you plan to use them with your entertainment center, plan on making space for that large transmitter base, that is accessible so that you can charge them. Putting it behind the TV creates a bit of electrical interference (buzz). Maybe on top the EC cabinet? :)"
R8EULH4MJM3BU,5,"I got these to replace a wired Sony set I had for 12 years.  It was a good change for me.  The sounds are crisp and detailed and being wireless is terrific.  I'm an audiophile and very particular about my sounds and these are A+.  Only so often I will hear a quiet burst of interference but I don't blame the system one bit.  The base is resting on my 12\\"" JBL powered subwoofer next to my Onkyo rack with a MonsterPower line conditioner not 15\\"" from it.  I can freely move about the house listening away and it stays clear.  Setting it up initially scared me a bit, you really do need to have it plugged in to a source before powering up the base.  This sets the 'auto-on' for the unit.  It didn't work initially, then I followed the instructions and it was okay.  The base also didn't want to initially charge the headphones, getting the contact pads to touch the charge rail was ackward.  I bent them out a bit and it charged fine.  My head is a bit big so the phones naturally widened.  Now I can toss the phones on the base and it starts charging easily."
R5T3PQ7N8KEES,5,I wear hearing aids and the headphones recognizes it so as to avoid feedback. Clarity and range are phenomenal. So far I'm very satisfied with the product.
R3UIKQRVEPZ8V5,5,"My new headphones lets me hear things in movies that i have seen before, so now i watch some of the movies over again"
R29D2QH8RCD7U0,4,"Pros: Excellent sound quality, easy to use. good range.  Cons: the only complaint I have is the size of the product, it is very bulky. I often like to watch TV in bed, but this product is too big to wear to sleep."
R3C13SJRP4JN6T,5,"My husband has been blessed with great hearing, and I on the other hand have not. When watching TV or a movie I was missing much of the softer talking which took the fun out of it for me, always asking what was said. I had to have the TV on a high volume which made it not fun for him or our neighbors. The wireless head phones work great for me. I can now hear everything and can also watch TV after he goes to sleep. The volume on the TV can almost be off and I turn my headset up and I'm in heaven. Thanks for stoping the volume battle.  Tanya F  Seattle WA"
R2X4FJ2YZS8CEO,5,"I had developed a mutual hatred with my neighbors due to thin walls. However Sennheiser saved the day with these headphones. The quality is much better than my TV speakers, and no more noise!"
R33H4KBP6ETMPQ,5,"My wife claims that this is \\""the best investment ever\\"". The sound is crystal clear and compliments our HD system. It's perfect for watching a movie on the HD while the kids are sleeping just next door. I own two pairs, and they are both running on the same transmitter so both my wife and I enjoy the movies together.<br /><br />Great product thus far and used daily..."
R1YBI0D886BK47,3,"This is an addendum to a previous glowing review (at least I think I reviewed it previously... it would have been glowing, in any case). Sound quality is excellent, fit is tolerable, and it's just wonderful to be able to hear complex dialogue, etc. But as time went on, recharging became less and less reliable, and now it has absolutely given up the ghost. At first I could rejuvenate the recharging by gentle abrasion of the recharging surfaces, but it no longer works. I bought these in January, 2007, so they lasted about 1.5 years. I miss them a lot and often think, \\""I need my headphones,\\"" only to remember that they don't work anymore! Pretty expensive for such a limited time. Consider yourself warned."
R2TNKUWY423LWG,1,"I was very excited to recieve the headphones in the mail.  I opened it and it worked great for about two days.  Then  I just got interference and it wouldnt come in clearly.  I tried moving it around the house, trying different stations.  Nothing worked. I ended up returning the headphones and was very impressed with the efficiency of the Amazon return sytem."
R1OF8T4HG3W26N,5,"My husband's hearing loss has caused both of us discomfort. For me discomfort because he always has the TV turned up so loud. I bought the Sennheiser 120 because of the previous reviews and the cost. I thought, well, if he doesn't like them, I'm not out a great deal of money. and other reviews said they liked the 120 better than the more expensive ones. My husband loves them! He can hear the TV at his own level and has commented to others that he can still hear them in other rooms of the house, at the mailbox and working around the yard. Sometimes he just puts on music channels when working in the yard. A great investment and gift for a guy needs them and who usually buys himself whatever he wants. Beware, though, ladies, they can also hear you better in the background. Haven't had a problem since day one. They are truly great!"
R1CUJH7EN21849,3,"The sound quality is good and the setup is simple. However, every 15 minutes, there is a disruption on the reception for about 2 seconds. The headphone loses the audio and becomes normal again in 1 to 2 seconds. It's annoying. I have tried different positions, but it remains the same. I don't know the reason. It might be the device or environment. I do not recommend this product."
R1FA2G3Z3THQOH,5,"Excellent product.  I have the Sennheiser noise cancelling headphones for aircraft travel, which is why I bought these.  I find them more compact and less bothersome (i.e., do not cover the ears like the Bose) than watching my fellow passengers pulling out their huge Bose earphones and seeing them sweat into the earpads.  Sennheiser has done more engineering and planning in the development of their earphones.  This wireless set is comfortable and \\""clear as a bell\\"".  John Hollett"
RDC9W61GB6RYX,4,"The item performs well, in fact it is everything that I had hoped for except for the ear cushions. The present cushions set on the ear and become uncomfortable after a time. I think that the ear cushions should be made to fit around the ear and allow the phones to rest on the skull. I've been unable to find \\""around the ear\\"" cushions as an accessory from the manufacturer or an after market supplier."
R1Q6SMYVXJ9A7W,5,Perfect head phones for watching TV.  I am a night owl and had to watch TV on low sound.  So much nicer to be able to watch loud tv late at night while my husband and daughter sleep.   So far perfect reception and sound.
R2MKDTGTF8A6E4,2,This headphone set worked very well with limited use. I've had it for a litle over two months and the problems are now starting. The headphone cut off after approximately 10 minutes and it takes quite awhile to get the tuner to work again as well as getting rid of the noise associated with it. I thought it might have been my location and I used the less expensive RS110 which worked perfectly.     I do not recommend the RS120 unless you have to have re-chargeable batteries. The RS110 is a better headset at a much lower price. The only difference is that the RS110 uses regular batteries so don't waste your money on the less reliable RS120.
R2KNCAYZ6VXTWF,4,"Pros:  Great sound  Good fit  Easy, stylish charger  Light weight    Cons:  Don't like to stay put  Volume/Tune knobs unprotected and next to each other  Autooff generates static    Things I haven't tested suffciently:  Battery life  Range    These headphones do what wireless headphones should do: They play sound, and they play very rich sound. I'm happy with these headphones, and would buy them again. This review mainly deals with issues I've had with them, so people have a better idea about the product.    First, my biggest issue is that the Tuning and Volume knobs (well, wheels) are unprotected. That means there is nothing preventing you from brushing them if you settle back into a highbacked chair, or scratch an itch on your ear. You might get treated to a jarring blast of static if you bump the Tuning knob accidently.    The odds of this happening are compounded by the fact the knobs are next to each other. Several times I've gone to adjust the volume only to have the music turn to static. This is pretty annoying; the ability  to stop the tuning from being adjusted with a Hold switch or similar would do much to improve these headphones.    Another annoyance is that the base station, but not the headphones, go to sleep after several minutes of no sound. I have these plugged into my computer, and was listening to a CD while lying in bed. I was not quite asleep when the CD ended, when ZAP! I was jolted out of bed, ripping off the headphones as the silence was replaced by very loud static. Needless to say, these aren't going to be used to help me sleep anymore! However, whitenoise is said to help you get to sleep, so perhaps this a feature and not a bug. Perhaps a switch on the base station to prevent this would be useful. (These are also ment to be plugged into a TV it seems, so perhaps this wasn't a consideration for its intended use)    The last isssue is that while the headphones are very comfortable and fit well, they don't fit very well unless you are almostmotionless. If you want wear these to do chores like I do, you'll be constantly adjusting and trying futility to keep them on your head. If you're sitting in a chair listening to music or watching TV, or sitting at the computer, this won't be an issue. But if you want to listen to some tunes while mopping or doing dishes, you will encounter some issues.    Again, even with these issues, I'd still buy these again."
R2RFWR17UV0XWE,4,"I received the headphones about a week ago.  Don't notice the hiss that others have complained about.  I sit about 15 feet from the receiver and the  signal is good.  For $75, I am satisfied with my purchase."
R58NXRZMMDNTP,5,What a great pair of headphones! I especially love using them when listening and watching high definition channels on my T.V. The sound quality is unbelievable. You can hear virtually all the instruments being played which makes you feel like one of the audience members at a concert. They are worth every penny.
RSQ6V91Y7EQ8O,4,I bought this for my boyfriend and he loved it! He owns an online business and has the headphones hooked up to his computer's stereo system and can walk around freely while working! He really enjoys them and I could not be happier!  I made my decision based on [...] I highly recommend it if you're shopping for electronics!<br />:-D
R2DRPQEDX58I5M,1,"unit constantly has to be reset. Does not auto tune. When signal is correct, if you touch the tuneing control, you lose the clarity. Not a great product."
R1FTKD28TKINHE,3,"Not as sturdy as I expected, but I suppose they should hold up to regular wear and tear. Sound quality is adequate; the range of bass and treble are ok, but a background hiss is audible even when at a short distance from the transmitter. Overall, the fact that these are wireless and allow me to watch TV at night without waking up the whole household is invaluable. However, considering that any reasonable pair of corded headphones would easily provide better sound, the $70 price tag appears a bit excessive."
R2RQ7H75W74HZ0,5,"I originally bought the Sennheiser headphones for listening to the tv/radio while on the treadmill, however, I have found myself using them for mowing the lawn (an acre and the reception is great!) and gardening as well.  My only wish is that they fit a little more snug to my head.  Other than that, they are perfect!"
R3GKYNM58KLCF6,5,Just received item and worked great out of the box.  Just what I wanted and sound much better then my direct connect headphone..
RTHXLNH4MUBYI,3,"I live in a retirement community and after 8PM, it has the sound of a graveyard.   No noise is allowed.  And one of my neighbors has complained about some of my music.  He told me to stand in the street between his house and mine, and if I could hear my TV or stereo, it was too loud.      He likes telling me off since I'm a General and he's a Navy Master Chief (we are both retired.) And so I ordered these headphones to mollify the Master Chief.      Well, it does exactly that.  And they aren't too uncomfortable considering it's Florida and somewhat hot in summer.  So I don't use them during the day.   If I sit in front of the Stereo or TV, I get excellent reception.         If I wander about the house, I either get no reception or poor reception at times with static and noise.  You have to adjust the Radio Frequency (RF) tuner to eliminate ElectroStatic Discharge (ESD) and other interferences, kind of like you would adjust a military communications radio, a wide-band or VHF radio, or one of those Citizen's band radios (I think it functions like a squelch knob.) In modern radios, the squelch knob is gone, so why not on these headphones.   I only wish the RF tuner would stay tuned, but I seem to have to adjust it with each wearing.    All in all, I think I got what I paid for, and the Master Chief has begun to complain about other things.  Oh well, someday I'll sick a Sargent Major on him who will teach him proper military etiquette.  In the meantime, I will wear the headphones."
R1YCABNZ7CU30N,1,"I purchased this item for about 60 british pounds, had to pay about 23 pounds for customs, UPS will only deliver if you pay up.  Then found out I could not get this to work because the voltage is based on the American system.  I admit, this item maybe terrific,but unfortunately I have never had the chance to try it out!!!  I am so gutted about it!!!"
R249GIDYNKPY1U,4,The headphones are the best Ive used.  Im 69 and have problems hearing unless I turn up the volume so high it iritates others.  They do the job just fine and are comfortable.  Id rate it 5 stars but they fall of when Im up doing things.  The tuner also sometimes needs reajustment as it is easy to move it when putting them on or taking them off.
R1MI99RBGVYHHU,4,"These headphones were easy to setup out of the box.  The only real minor challenge was to manually tune the headphones to receive audio.  After tuning, the sound comes out great.  As other people have mentioned, there is a low hissing noise when no audio is coming from the source, but it's minor.  I can walk around my apartment with these headphones and the audio comes through pretty clear though I've had instances where the sound did cut in and out momentarily---probably interference from some external source. The phones are comfortable to wear because it has good padding and is light weight."
R3K0Z5RQKPVXT5,5,I bought the wireless headphones(sennheiser 120) for my husband<br />He loves them.  He had a pair of Sony but likes these much better.<br />He likes to set on the deck in the afternoons and lister to his favorite<br />shows.  Very good buy
R3KA424G57SLON,4,Purchased the ear phones so that i could watch TV without interfearing with what my wife was watching in an adjacent room. Works like a charm.
RFEASM5KCEHSU,4,"[[ASIN:B0001FTVEK Sennheiser RS120 926 MHz Wireless RF Headphones with Charging Cradle]]<br /><br />I bought this headset to watch movies and/or listen to music on a computer while walking on a treadmill at the same time. Without them, I either had to have the pc speakers blasting, to hear above the treadmill's motor, or lip read the dialog in movies. Both examples were annoying and unacceptable to me.<br /><br />Pros:  The headphones solved both problems. The stereo sound quality is good, and they were easy to setup initially too. So I'm satisfied with my purchase for these reasons.<br /><br />I should mention that I paid for ground shipping and expected them to take more than a week to arrive. However I received them in just a couple of days. I would definitely recommend this company.<br /><br />Cons:  I dropped two stars off my rating for two reasons though. First, the product description said the headphones would work up to 300 feet away from the base. And I paid more for that added feature. However, I get static just moving from one room to another--less than 50 feet away.<br /><br />Secondly, the headphones are adjustable as far as how high or low they fit on the head and ears, by sliding the ear pads in or out of the head strap.  But they don't have any adjustment on how lose or tight they grip the head, and consequently fall off whenever I bend over. Needless to say, I've given up on using them outside for gardening, the other reason for purchasing them in the first place.<br /><br />Update: As of November 9, 2013 my headphones are still going strong after more than five years! I'm revising my star rating up by one because of this. ;-)"
RA0GDZVWWPFZY,3,"I think my wife enjoys these more than I do because now the TV isnt up so loud ! They are ok, once in a while with out warning the power light turns off and I get an ear full of static but over all I am enjoying them."
RLIDVDVR98C14,5,"These headphones do exactly what they're supposed to - they free you from a cord, comfortably and efficiently. Just make sure to fully charge the batteries before you use them. If you use them with the low charge the batteries have out of the box, you'll think something is wrong. You need to charge them for 24 hours before the first use.   Once fully charged, the performance is quite good. In my smallish apartment in NY, which has a lot of interference sources, I get a very good signal in every room with little to no noise. Sound quality is not as good as audiophile corded headphones (I have Grados for that), but for TV watching while my wife's asleep or casual music listening the RS120 is just the ticket, and the price is right."
R1MD5H5QZ8S3G9,5,"[[ASIN:B0001FTVEK Sennheiser RS120 926 MHz Wireless RF Headphones with Charging Cradle]]   Frist the reception is great with little interference unless I am more than 45 feet away. The sound is geat, bass is good and highs. whoever says these don't sound good are not comparing wireless head sets. I have bought another set for my Mother-in-law. And she called me to send info for their friends becasue they said the head sets are sooo good. i bought these on June 18th so had them about a month."
R2FD51JY1JLM10,4,"The Sennheiser RS120 is a good set of wireless headphones for those looking to escape the cords and wire.    The sound is just rich enough so that the bass isn't shaking your head constantly, which works great for me. There isn't any real sound canceling per se, so those looking to enjoy their own world of music need to look elsewhere. The effective range is good. I even got about 100 feet away while the base station was in the basement and I was outside in the back yard. That is a win. Battery life seems to be at 12-15 of usage before recharge. However, you will hear the difference in sound quality once the power levels are low. Just hang it up before bed, and it is good for another day.    It also feels comfortable on your head not weighing you down or anything, and every once in a while you would forget you had them on.     However, comfort is gained at a price. The headphone placed over your head and ears is a bit loose. Comfortable? Yes. Falling off when bending over? All the time.      I would recommend to buy this and just get carried away in the music."
RBZDVXKURK4QK,2,"The sound is good, the charging on the stand is good, but the headphones themselves are bulky and heavy. The fatal flaw is that when I move my head the plastic hinges creak and pop, interfering with the music."
R13WN9IQC2WW5,5,"It seems one of the biggest complaints about these headphones is that some people are having trouble getting them to charge in the cradle. Here's the deal, if you put them on one way the charge is a little touchy but if you simply turn them around the other way they charge perfectly. The connectors are even magnatized to ensure a good connection.    They are great headphones and I highly recommend them."
R3G4H9MEJBWFZ8,4,It looks very good.  One thing that I don't like is needs to tune the wireless signal.
R18NNOM04394DH,4,"I have had the headphones for about a month. I'm really pleased with them. I use them primarily to watch TV at night so as not to disturb others. The ability to walk around -- bathroom, kitchen and just turning away from line-of-sight to the TV and still get sound as clear as can be is worth the extra dollars over infra-red phones.<br />I also listen to music while moving around the house. I think the sound quality is very good. I've had no problem with reception, even while taking out the trash (100' away). My one criticism is the phones tend to want to slip off my head when I bend over.<br />Placing the phones on its cradle when done and having it automatically recharge as the phones sit there is convenient."
R1RT58HKIROUJY,5,"I have been looking at various reviews for wireless headphones. These are great. Very comfortable to wear for long. The sound is very clear. I dont hear any static. I have not had an opportunity to roam around the home too much. Pretty much use it during late night TV viewing. I had an optimus IR headphone which had a lot of static and did not have a re-chargeability. The re-charge base is very convenient. I looked at the higher models of the same, but thought, for the money this was a steal. Got it on Amazon for $80. If you are looking for auto tuning capability or a closed ear cup, you will need to look at the RS130 or RS140."
R1KRHSXWTC32VD,4,I bought these for my wife to watch TV in bed when I want to sleep but I also found out they are just as handy for me when I want to walk on the treadmill and she is wanting to watch TV in the living room I can listen to Serious Radio music at the same time! I found them to be great if you stay in one place but can be a little erratical when moving from room to room but mind you -- not that bad.  I gave them a 4 star & not a 5 because of this!
R16LL0O5YOX1GS,5,I highly recommned this product based on the following:<br />1) Excellent sound<br />2) Ease to install<br />3) Friendly to use<br />4) The battery run out after 5-6 hours<br />5) Great price
RA2O4L9MX6L88,5,"I bought these headphones so I could study in peace while my boyfriend watches TV or plays video games.  I got them from Amazon for $69.99 and they are WONDERFUL (and a relationship-saver)!    This is our second set of wireless headphones -- the first set was made by RCA and purchased without any research.  We didn't use the first set much because it had terrible reception and the batteries died frequently, so when it stopped working altogether, I did a lot of research and considered much pricier models before settling on the Sennheiser RS 120.       We are incredibly happy with these headphones.  I can't even imagine how the more expensive Sennheiser models could perform better (I'm sure they do), but we are completely satisfied with this set.  The sound is great and we think the charging station is pretty neat looking.    Note to other purchasers - we initially had problems with low but constant static/hissing, but this was resolved when we plugged the audio cables into the red and white RCA jacks instead of the socket labeled \\""headphone\\"" on the  back of the TV.  The sound is absolutely CRYSTAL CLEAR now.  I'm glad we played around with it for awhile and figured out a solution.      We live in an area with lots of potential interference (we live in midtown Manhattan, only 1 block from the Empire State building and our charging station is placed squarely next to a whole mess of electronics, including our cable box, TV, PS3, XBOX360, laptops, wireless internet router, cell phones, etc) but we have not experienced any static or hissing.  These headphones have exceeded all my expectations -- I would highly recommend them without any reservations.  All the positive reviews are well justified."
RPPO590O0MPHB,5,"I've had these headphones for a good 6 months now, and I have to say they've exceeded my expectations.    Quality wise, the sound is clear, legible and has a good range. Depending on how it's hooked up to your television, turning up the source all the way and keeping the actual speaker volume control fairly low seems to eliminate all of the frizz that so often plagues wireless headphones,     I've dropped these more times than I care to admit, and they have yet to suffer from it, really sturdy headphones.    Range: I was rather surprised at the distance these not only continue operating at, but continue to sound good at- I can walk a hundred feet away from my house and still hear crystal clear. Though if you live around many sources of radio signals your range may not be quite as far.    Finally, one of the main reasons I purchased this particular pair-the charging base, it works perfectly, having to swap batteries or even use *shudder* Non Rechargeable batteries didn't appeal to me at all, and this solves that problem in a stylish easy to use manner, all one has to do is drop the headphones onto the base and they begin charging, a really well thought out feature and it works exactly like it should.    The only thing I didn't care for was the cloth earpads, though it's a matter of personal preference I prefer leather or plastic ear cups which grip my ears a little better, that said the earpads they have are comfortable and don't chafe.    In the end these do exactly what they're supposed to plus a little, and for the price are a really topnotch pair of wireless headphones, and if you're looking for a quality pair of wireless headphones at a good price, you can't go wrong with these."
R2XKNDAMKG55XJ,5,"I bought this to replace an older SONY with similar features.  For what my husband wants it for, it is perfect.  It is ready and charged when he wants it to watch TV without disturbing me or if he needs additional help hearing the TV when everyone else is happy with the volume level.  He is also able to walk into the kitchen and still hear it which he wanted.  Overall he seems really happy."
RW06RLHD10A4I,5,"The wireless headphones are great for 2 people with different hearing capabilities, or even for 2 people in one room, one of whom wants to watch TV, the other of whom wants a quiet environment. Walk outside as far as 300' from the TV and hear the audio clearly. Easy to install and use. The headphone ear pieces are comfortable. The headphone could use better padding on top of your head, although it is not a significant discomfort. Headphone has fallen off my head when I bent over. Great product I would recommend without reservation."
R1BCQST81PYPYV,5,"I love  these headphones..easy to install, WORK great first time I used them was able to walk all over my place no interruption no hiss..great bargain I have no complaints...!"
R3332MVLDXG24V,1,"Even used with in 20ft from the base and tune to the right freq...then after a while, lost the audio signal and filled with a loud static noise.  I was disappointed for the price I paid.  On a positive note, if you are using it for your TV class, this might work well.  By the time you wondering off, it will brings you with a loud...sahhhh...in your ear."
R2UMOYEKXY3HPK,5,"I have been using these headphones for a few months now and am very happy with them.  They offer clear sound, are comfortable, and were easy to set up.  I definitely recommend them."
R17MRASPYA6NFD,4,"[[ASIN:B0001FTVEK Sennheiser RS120 926 MHz Wireless RF Headphones with Charging Cradle]]    I bought the headphones to use while residing in an apartment, which has allowed me to watch movies late at night without disturbing the neighbors. The setup is essentially plug-and-play. Simply put the rechargable batteries into the headphones and then connect the base station to the audio output of the TV. The base station does have the option to change the transmittion channel in case there is interference at your location. The default setting worked fine for me. On the right headphone one can adjust volume and fine tune the reception. If the volume is adjusted too high on the headphones then a background hum may occur. This can be eliminated by reducing the volume on the headphones and increasing the volume slightly on the TV. The sound quality is very good for the comfortable price of the set to include good bass output. The left headphone has an on/off switch and BTW, the stand for the headphones functions as a battery charger. The headphones are adjustable and comfortable and wearing them for several hours is not tiresome. I am not sure how far the signal will transmit but the sound quality was good through my apartment. Overall, this is a very good buy."
R26SWMEG1767Z9,5,"Works well, and as promised. The only negative - it is a little heavy and doesnt 'hold' to your head very well. I use this when I walk on my treadmill and am watching TV at the same time, and it keeps slipping off my ears. Not a big problem though, and I wish they had created a method to increase the tension in the headset mechanism so it would hold tighter. The sound quality is good - if it doesnt come through well, there are 3 channels I can try. Between all 3, at least one comes through well."
R29EU27I8OUZ5,4,"I have been wanting to switch to wireless headphones for a long time, mostly because of the fact that I always get wrapped up in the cords or my pets mess with the cord. I was skeptical to switch because of quality and price. However, after reading a lot of reviews, I decided to try these out. I am pleased with them so far. They have great range with little to no loss of quality in and around my house.    The ONLY real negative thing I have seen (heard rather) is the Automatic Gain Control which to my knowledge, can't be turned off. If you listen to music with sudden changes, such as movie soundtracks or classical, every time you get a sudden noise, such as drums, cymbal, etc, the Automatic Gain Control lowers to volume to compensate for the sudden increase in volume, or so it thinks. This can make your music somewhat inconsistent, which can be annoying. I would imagine with more constant sounding music, it would be a non-issue though.    That being said, I am still happy with my purchase, and would recommend them to someone looking to get away from a corded set."
RWM6JC19T87RC,5,I lready had a set of these as hubby is slowly losing hearing and has difficulty understanding shoes on TV - these make it very clear & easy to understand - so I go one for my sister for Chrismas twho was having the same issue. Cannot beat the quality of Sennheiser products.
R36RHSKOXHVBL9,1,"I am used to hearing no background hiss from a sony $20 pair of wired headphones.  When I used this product there was a constant hissing sound and when I walked more than 10 feet from unit it was succeptible to interference. This could probably be eliminated if you spent hundreds of dollars on a more expensive headphones.  I simply wanted to listen to MP3 on my computer, now I just used my wired headphones and carry the Mp3 player with me."
R3KWAUDDXDN6TR,4,"I got this to replace an IR Sony 240, when I couldn't stand the hiss any longer.  I did have the top model previous series Sennheiser that got lost in a move, but it used a propritary battery with very short life, and expensive to replace.  The RS120 is much better than I had expected for the price.  Uses standard AA recharable batteries now.  Sound quality is quite good, no hiss, but it needs a good amplitude input source, or the autogain will run the amplification up and give some nose.  Not a problem with my setup.  The frequency selection is surprisingly low tech.  Set a switch on the transmitter for the channel, but the headphones have an analog tuning wheel.  Most everyone else uses more precise channel select.  However, the setting span of the analog wheel is very wide, lots of movement for small changes in frequency.  So it is easy to center in the headphones on the channel.  Some other headphones using this system, have a tiny movement of the tuning wheel, going in then out of the correct frequency, making it very hard to center the frequency.  Not a problem with the RS120.  Auto turnon of the transmitter works fine, no cutoffs that some have reported, probably because my signal is high enough.  Good adjustment for head size, a little on the heavy side, but not uncomfortable. Have not noticed any interference from other wireless devices, so there is an advantage to keeping these headphones on the older 900 mhtz frequency.  Overall, I am very satisfied with them."
R2MDHLOBKJ2SIB,1,Sennheiser RS120 926 MHz Wireless RF Headphones with Charging Cradle   .  The charger never worked. It is just not worth the problems of mailing back.
R2O6FGYUMC4JRN,4,I was researching what to buy and finally I settled on this. It was a right thing to do. We are very happy with this product.
